Cuisines,Restaurant_Count,Average_Rating
"Burger, Pizza, Fast Food",1,0.0
"Biryani, Pizza, Fast Food, Healthy Food",1,0.0
"Chinese, North Indian, Mughlai, Pizza",1,0.0
"Lebanese, North Indian, Fast Food",1,0.0
"Lucknowi, Mughlai, North Indian",1,0.0
"Tea, Beverages, Fast Food",1,0.0
"Afghani, North Indian",1,0.0
"Tibetan, South Indian, North Indian",1,0.0
"Afghani, Mughlai, Chinese",1,0.0
Tibetan,2,0.0
"Turkish, Arabian, Moroccan, Lebanese",1,0.0
"Tibetan, Chinese, North Indian",2,0.0
